term,score,label
towline,4.52,concrete
triangle,4.52,concrete
vermicelli,4.52,concrete
vest,4.52,concrete
vinaigrette,4.52,concrete
waltz,4.52,concrete
wastepaper,4.52,concrete
website,4.52,concrete
wienie,4.52,concrete
beading,4.52,concrete
bullfighting,4.52,concrete
cornrow,4.52,concrete
dial,4.52,concrete
dunk,4.52,concrete
honk,4.52,concrete
jump,4.52,concrete
kissing,4.52,concrete
lick,4.52,concrete
outerwear,4.52,concrete
quilting,4.52,concrete
spike,4.52,concrete
back door,4.52,concrete
blood bank,4.52,concrete
boarding house,4.52,concrete
bouillon cube,4.52,concrete
brass knuckles,4.52,concrete
bungee jumping,4.52,concrete
cleft palate,4.52,concrete
cowlicks,4.52,concrete
drillhole,4.52,concrete
exhaust pipe,4.52,concrete
eyehole,4.52,concrete
face powder,4.52,concrete
field marshal,4.52,concrete
fire door,4.52,concrete
fish meal,4.52,concrete
fishing net,4.52,concrete
forecaster,4.52,concrete
fresh food,4.52,concrete
gearwheel,4.52,concrete
giftshop,4.52,concrete
greengrocery,4.52,concrete
hearthstone,4.52,concrete
high school,4.52,concrete
home office,4.52,concrete
house party,4.52,concrete
jurywoman,4.52,concrete
lunar eclipse,4.52,concrete
managing editor,4.52,concrete
markswoman,4.52,concrete
merlot,4.52,concrete
milky way,4.52,concrete
minilab,4.52,concrete
nursery school,4.52,concrete
oak tree,4.52,concrete
petri dish,4.52,concrete
pharmacologist,4.52,concrete
pie chart,4.52,concrete
polling place,4.52,concrete
pushpin,4.52,concrete
quarryman,4.52,concrete
race horse,4.52,concrete
safety harness,4.52,concrete
scratchboard,4.52,concrete
sheepshearer,4.52,concrete
sweetbread,4.52,concrete
tradeswoman,4.52,concrete
washhouse,4.52,concrete
workbag,4.52,concrete
yule log,4.52,concrete
attic,4.53,concrete
bowel,4.53,concrete
calfskin,4.53,concrete
cobbler,4.53,concrete
crack,4.53,concrete
guesthouse,4.53,concrete
hiker,4.53,concrete
lighter,4.53,concrete
mannequin,4.53,concrete
medication,4.53,concrete
model,4.53,concrete
net,4.53,concrete
printout,4.53,concrete
quiche,4.53,concrete
shellfish,4.53,concrete
slideshow,4.53,concrete
snorkeler,4.53,concrete
spades,4.53,concrete
temple,4.53,concrete
tornado,4.53,concrete
yoga,4.53,concrete
clamp,4.53,concrete
hatchling,4.53,concrete
atom bomb,4.53,concrete
beauty salon,4.53,concrete
cell membrane,4.53,concrete
high five,4.53,concrete
traindriver,4.54,concrete
sphincter,4.54,concrete
iris,4.54,concrete
viola,4.54,concrete
actress,4.54,concrete
altarpiece,4.54,concrete
antifreeze,4.54,concrete
battlefield,4.54,concrete
bayou,4.54,concrete
bedbug,4.54,concrete
bootlace,4.54,concrete
bra,4.54,concrete
buckwheat,4.54,concrete
cellmate,4.54,concrete
cellophane,4.54,concrete
cinder,4.54,concrete
cloud,4.54,concrete
coastline,4.54,concrete
cognac,4.54,concrete
commode,4.54,concrete
constable,4.54,concrete
corral,4.54,concrete
dike,4.54,concrete
dinette,4.54,concrete
dustbin,4.54,concrete
farmer,4.54,concrete
fender,4.54,concrete
ginseng,4.54,concrete
grandma,4.54,concrete
grandniece,4.54,concrete
gravedigger,4.54,concrete
groom,4.54,concrete
hedge,4.54,concrete
knickers,4.54,concrete
locksmith,4.54,concrete
logbook,4.54,concrete
logger,4.54,concrete
maypole,4.54,concrete
midshipman,4.54,concrete
mint,4.54,concrete
money,4.54,concrete
mosque,4.54,concrete
newsroom,4.54,concrete
parade,4.54,concrete
pesticide,4.54,concrete
reefer,4.54,concrete
sage,4.54,concrete
sauerkraut,4.54,concrete
scorekeeper,4.54,concrete
secretary,4.54,concrete
seismograph,4.54,concrete
shadow,4.54,concrete
shoemaker,4.54,concrete
showroom,4.54,concrete
skullcap,4.54,concrete
snuffbox,4.54,concrete
spice,4.54,concrete
statuette,4.54,concrete
stubble,4.54,concrete
summerhouse,4.54,concrete
sunset,4.54,concrete
surgeon,4.54,concrete
suspender,4.54,concrete
synagogue,4.54,concrete
testes,4.54,concrete
tidewater,4.54,concrete
undercarriage,4.54,concrete
veranda,4.54,concrete
vinyl,4.54,concrete
woodcutter,4.54,concrete
workshop,4.54,concrete
allspice,4.54,concrete
brush,4.54,concrete
step,4.54,concrete
swing,4.54,concrete
weep,4.54,concrete
bikini line,4.54,concrete
breadbin,4.54,concrete
breakdance,4.54,concrete
churchwoman,4.54,concrete
dry cleaner,4.54,concrete
estate car,4.54,concrete
exhibition hall,4.54,concrete
fieldsman,4.54,concrete
firing pin,4.54,concrete
grillroom,4.54,concrete
horseweed,4.54,concrete
itunes,4.54,concrete
lifevest,4.54,concrete
office staff,4.54,concrete
pebblestone,4.54,concrete
postbox,4.54,concrete
question mark,4.54,concrete
radiotherapist,4.54,concrete
ranchman,4.54,concrete
roadworks,4.54,concrete
soundman,4.54,concrete
sparring partner,4.54,concrete
spinning wheel,4.54,concrete
toolbar,4.54,concrete
venus,4.54,concrete
water glass,4.54,concrete
wood pulp,4.54,concrete
workboat,4.54,concrete
pigtailed,4.55,concrete
auctioneer,4.55,concrete
billiard,4.55,concrete
boxing,4.55,concrete
campsite,4.55,concrete
cellulite,4.55,concrete
chain,4.55,concrete
dockworker,4.55,concrete
dockyard,4.55,concrete
dumbwaiter,4.55,concrete
footgear,4.55,concrete
footman,4.55,concrete
fuse,4.55,concrete
gills,4.55,concrete
grid,4.55,concrete
hickey,4.55,concrete
housetops,4.55,concrete
infirmary,4.55,concrete
intestine,4.55,concrete
jasmine,4.55,concrete
lionfish,4.55,concrete
marsupial,4.55,concrete
microcomputer,4.55,concrete
minibus,4.55,concrete
planetarium,4.55,concrete
pupil,4.55,concrete
ram,4.55,concrete
scotch,4.55,concrete
server,4.55,concrete
sniper,4.55,concrete
spokeswoman,4.55,concrete
studio,4.55,concrete
tenant,4.55,concrete
terrarium,4.55,concrete
terrycloth,4.55,concrete
tranquilizer,4.55,concrete
trapeze,4.55,concrete
trucker,4.55,concrete
typhoon,4.55,concrete
vet,4.55,concrete
watermark,4.55,concrete
wave,4.55,concrete
blindfolded,4.55,concrete
can,4.55,concrete
cut,4.55,concrete
shed,4.55,concrete
apartment block,4.55,concrete
assembly line,4.55,concrete
chain gang,4.55,concrete
community center,4.55,concrete
control tower,4.55,concrete
day care,4.55,concrete
dotted line,4.55,concrete
flatboat,4.55,concrete
high jump,4.55,concrete
instrument panel,4.55,concrete
kickboxer,4.55,concrete
potholder,4.55,concrete
sports team,4.55,concrete
tattooer,4.55,concrete
telephone number,4.55,concrete
window dressing,4.55,concrete
worktop,4.55,concrete
yellow card,4.55,concrete
crematory,4.56,concrete
frost,4.56,concrete
jersey,4.56,concrete
marlin,4.56,concrete
trumpeter,4.56,concrete
acupuncturist,4.56,concrete
aftershave,4.56,concrete
biophysicist,4.56,concrete
bolero,4.56,concrete
bowling,4.56,concrete
canon,4.56,concrete
chardonnay,4.56,concrete
chickenpox,4.56,concrete
choirboy,4.56,concrete
coil,4.56,concrete
corduroy,4.56,concrete
cornstarch,4.56,concrete
flagman,4.56,concrete
freckle,4.56,concrete
gift,4.56,concrete
gonad,4.56,concrete
grave,4.56,concrete
headmistress,4.56,concrete
ink,4.56,concrete
kid,4.56,concrete
kitchenette,4.56,concrete
lapel,4.56,concrete
linguini,4.56,concrete
longhorn,4.56,concrete
lumber,4.56,concrete
lumberyard,4.56,concrete
lump,4.56,concrete
mailwoman,4.56,concrete
manger,4.56,concrete
masseuse,4.56,concrete
meteorologist,4.56,concrete
midwife,4.56,concrete
mountaintop,4.56,concrete
neckwear,4.56,concrete
oilman,4.56,concrete
opium,4.56,concrete
parent,4.56,concrete
pellet,4.56,concrete
pile,4.56,concrete
pizzeria,4.56,concrete
reins,4.56,concrete
respirator,4.56,concrete
rink,4.56,concrete
rubble,4.56,concrete
sedative,4.56,concrete
seedling,4.56,concrete
shortbread,4.56,concrete
sidearm,4.56,concrete
site,4.56,concrete
sketch,4.56,concrete
snorkel,4.56,concrete
spectacles,4.56,concrete
stonemason,4.56,concrete
stretcher,4.56,concrete
teardrop,4.56,concrete
thorax,4.56,concrete
trapdoor,4.56,concrete
tumor,4.56,concrete
utensil,4.56,concrete
vent,4.56,concrete
wafer,4.56,concrete
waitress,4.56,concrete
wheelhouse,4.56,concrete
wiper,4.56,concrete
cleavers,4.56,concrete
skate,4.56,concrete
skywriting,4.56,concrete
tear,4.56,concrete
airbed,4.56,concrete
altar boy,4.56,concrete
chipboard,4.56,concrete
chop shop,4.56,concrete
coalfield,4.56,concrete
flat feet,4.56,concrete
garage sale,4.56,concrete
ice tea,4.56,concrete
medical record,4.56,concrete
memory stick,4.56,concrete
opera house,4.56,concrete
peel off,4.56,concrete
redbrick,4.56,concrete
spinning rod,4.56,concrete
tarpaper,4.56,concrete
tax collector,4.56,concrete
wing chair,4.56,concrete
worktable,4.56,concrete
zebra crossing,4.56,concrete
female,4.57,concrete
firebird,4.57,concrete
fishbone,4.57,concrete
abrasion,4.57,concrete
actor,4.57,concrete
afterbirth,4.57,concrete
appliance,4.57,concrete
aviator,4.57,concrete
babysitter,4.57,concrete
backyard,4.57,concrete
barometer,4.57,concrete
barricade,4.57,concrete
blindfold,4.57,concrete
board,4.57,concrete
brunette,4.57,concrete
buoy,4.57,concrete
cavern,4.57,concrete
cerebellum,4.57,concrete
chophouse,4.57,concrete
chrysanthemum,4.57,concrete
compactor,4.57,concrete
cones,4.57,concrete
costume,4.57,concrete
courtyard,4.57,concrete
cove,4.57,concrete
crossbar,4.57,concrete
deli,4.57,concrete
den,4.57,concrete
flamethrower,4.57,concrete
flannels,4.57,concrete
hailstone,4.57,concrete
handstand,4.57,concrete
harbor,4.57,concrete
herb,4.57,concrete
heroin,4.57,concrete
hinge,4.57,concrete
hyena,4.57,concrete
land,4.57,concrete
mailman,4.57,concrete
malt,4.57,concrete
mantle,4.57,concrete
manuscript,4.57,concrete
midfield,4.57,concrete
mildew,4.57,concrete
monogram,4.57,concrete
pager,4.57,concrete
palace,4.57,concrete
paperback,4.57,concrete
pediatrician,4.57,concrete
petal,4.57,concrete
petunia,4.57,concrete
quart,4.57,concrete
quarters,4.57,concrete
radar,4.57,concrete
rainbow,4.57,concrete
rooms,4.57,concrete
satin,4.57,concrete
seaport,4.57,concrete
serviceman,4.57,concrete
shoehorn,4.57,concrete
shrapnel,4.57,concrete
silhouette,4.57,concrete
slacks,4.57,concrete
speedway,4.57,concrete
spur,4.57,concrete
stuffing,4.57,concrete
sunburn,4.57,concrete
supermarket,4.57,concrete
surf,4.57,concrete
surfboard,4.57,concrete
teahouse,4.57,concrete
tick,4.57,concrete
turntable,4.57,concrete
twins,4.57,concrete
wok,4.57,concrete
workbook,4.57,concrete
handle,4.57,concrete
army base,4.57,concrete
ballot box,4.57,concrete
blood cell,4.57,concrete
cannon fire,4.57,concrete
chess game,4.57,concrete
cleaning lady,4.57,concrete
cookie cutter,4.57,concrete
cornhusker,4.57,concrete
flagstick,4.57,concrete
licence,4.57,concrete
mailroom,4.57,concrete
mealworm,4.57,concrete
movie star,4.57,concrete
olive branch,4.57,concrete
passenger ship,4.57,concrete
playing card,4.57,concrete
radio station,4.57,concrete
skin graft,4.57,concrete
smartphone,4.57,concrete
snack bar,4.57,concrete
souffle,4.57,concrete
sound system,4.57,concrete
sushi bar,4.57,concrete
telephone operator,4.57,concrete
title page,4.57,concrete
traveller,4.57,concrete
helmeted,4.58,concrete
hula,4.58,concrete
lungfish,4.58,concrete
backscratcher,4.58,concrete
balsawood,4.58,concrete
bugler,4.58,concrete
butterscotch,4.58,concrete
chair,4.58,concrete
chairperson,4.58,concrete
congressman,4.58,concrete
courier,4.58,concrete
crystal,4.58,concrete
dye,4.58,concrete
eardrum,4.58,concrete
entrails,4.58,concrete
faceplate,4.58,concrete
fiddler,4.58,concrete
fir,4.58,concrete
footlocker,4.58,concrete
footplate,4.58,concrete
giblets,4.58,concrete
gingerroot,4.58,concrete
graphite,4.58,concrete
groin,4.58,concrete
guitarist,4.58,concrete
hookworm,4.58,concrete
hovercraft,4.58,concrete
jazzman,4.58,concrete
kiosk,4.58,concrete
longshoreman,4.58,concrete
maize,4.58,concrete
mamma,4.58,concrete
mammogram,4.58,concrete
margarine,4.58,concrete
meetinghouse,4.58,concrete
mink,4.58,concrete
monument,4.58,concrete
oilpaper,4.58,concrete
planet,4.58,concrete
plastics,4.58,concrete
pontoon,4.58,concrete
receptacle,4.58,concrete
rosewater,4.58,concrete
slate,4.58,concrete
sprocket,4.58,concrete
stockyard,4.58,concrete
tearoom,4.58,concrete
veteran,4.58,concrete
woodsman,4.58,concrete
yearbook,4.58,concrete
tiled,4.58,concrete
bassoonist,4.58,concrete
boarding school,4.58,concrete
brontosaur,4.58,concrete
bucksaw,4.58,concrete
citronella,4.58,concrete
green belt,4.58,concrete
gunstock,4.58,concrete
high wire,4.58,concrete
identity card,4.58,concrete
knifeman,4.58,concrete
mulled wine,4.58,concrete
muttonfish,4.58,concrete
playfield,4.58,concrete
rock band,4.58,concrete
shoulder strap,4.58,concrete
shower curtain,4.58,concrete
strawflower,4.58,concrete
teacart,4.58,concrete
turbofan,4.58,concrete
whitecap,4.58,concrete
concrete,4.59,concrete
panty,4.59,concrete
pregnant,4.59,concrete
aspen,4.59,concrete
arch,4.59,concrete
baggie,4.59,concrete
barber,4.59,concrete
barley,4.59,concrete
beggar,4.59,concrete
boatyard,4.59,concrete
bobtail,4.59,concrete
bootie,4.59,concrete
boyfriend,4.59,concrete
cap,4.59,concrete
certificate,4.59,concrete
chamber,4.59,concrete
cleanser,4.59,concrete
copilot,4.59,concrete
councilwoman,4.59,concrete
croquet,4.59,concrete
crust,4.59,concrete
domino,4.59,concrete
esophagus,4.59,concrete
farm,4.59,concrete
filet,4.59,concrete
filter,4.59,concrete
fishtail,4.59,concrete
flesh,4.59,concrete
fungus,4.59,concrete
glassware,4.59,concrete
globe,4.59,concrete
gnome,4.59,concrete
graphics,4.59,concrete
handwriting,4.59,concrete
holster,4.59,concrete
hurricane,4.59,concrete
hydrocortisone,4.59,concrete
iron,4.59,concrete
jockey,4.59,concrete
lightning,4.59,concrete
limestone,4.59,concrete
lozenge,4.59,concrete
mammal,4.59,concrete
marigold,4.59,concrete
movie,4.59,concrete
mulch,4.59,concrete
muzzle,4.59,concrete
narcotics,4.59,concrete
painting,4.59,concrete
pallet,4.59,concrete
pavilion,4.59,concrete
pepper,4.59,concrete
phonograph,4.59,concrete
pinstripe,4.59,concrete
plaster,4.59,concrete
postmaster,4.59,concrete
potpourri,4.59,concrete
propane,4.59,concrete
railcar,4.59,concrete
refinery,4.59,concrete
scratches,4.59,concrete
senator,4.59,concrete
shallot,4.59,concrete
sharpshooter,4.59,concrete
shredder,4.59,concrete
sieve,4.59,concrete
sill,4.59,concrete
smoker,4.59,concrete
songbird,4.59,concrete
stain,4.59,concrete
suds,4.59,concrete
sugarplum,4.59,concrete
sundae,4.59,concrete
sweetshop,4.59,concrete
tailpipe,4.59,concrete
tee,4.59,concrete
teepee,4.59,concrete
telegraph,4.59,concrete
testicle,4.59,concrete
tourist,4.59,concrete
turbine,4.59,concrete
vat,4.59,concrete
videophone,4.59,concrete
wildfire,4.59,concrete
windscreen,4.59,concrete
woodblock,4.59,concrete
woodcarver,4.59,concrete
worker,4.59,concrete
kickboxing,4.59,concrete
puke,4.59,concrete
sail,4.59,concrete
stick,4.59,concrete
art exhibition,4.59,concrete
bank manager,4.59,concrete
bookstand,4.59,concrete
bucket seat,4.59,concrete
car alarm,4.59,concrete
clergywoman,4.59,concrete
computer game,4.59,concrete
dollar sign,4.59,concrete
dreadlock,4.59,concrete
dust cloud,4.59,concrete
Dutch oven,4.59,concrete
face mask,4.59,concrete
flower arrangement,4.59,concrete
football game,4.59,concrete
foxtail,4.59,concrete
fruitwood,4.59,concrete
giftcard,4.59,concrete
junk mail,4.59,concrete
juvenile court,4.59,concrete
miniature golf,4.59,concrete
phone number,4.59,concrete
public school,4.59,concrete
rootworm,4.59,concrete
satellite TV,4.59,concrete
sealing wax,4.59,concrete
speeding ticket,4.59,concrete
stem cell,4.59,concrete
suicide bomber,4.59,concrete
sunshade,4.59,concrete
tabasco,4.59,concrete
theater company,4.59,concrete
tree stump,4.59,concrete
wanted poster,4.59,concrete
water ski,4.59,concrete
sleeveless,4.6,concrete
amaretto,4.6,concrete
apparel,4.6,concrete
beverage,4.6,concrete
brainstem,4.6,concrete
bubble,4.6,concrete
butternut,4.6,concrete
carafe,4.6,concrete
cassette,4.6,concrete
chapel,4.6,concrete
collage,4.6,concrete
fungi,4.6,concrete
gadget,4.6,concrete
ganja,4.6,concrete
grassland,4.6,concrete
hazelnut,4.6,concrete
ladies,4.6,concrete
letterbox,4.6,concrete
lineman,4.6,concrete
longboat,4.6,concrete
massager,4.6,concrete
meteorite,4.6,concrete
mother,4.6,concrete
museum,4.6,concrete
padre,4.6,concrete
runway,4.6,concrete
sandbar,4.6,concrete
screen,4.6,concrete
sheik,4.6,concrete
tool,4.6,concrete
truffle,4.6,concrete
urinal,4.6,concrete
wharf,4.6,concrete
whorehouse,4.6,concrete
bullpen,4.6,concrete
drawing,4.6,concrete
amusement park,4.6,concrete
baby buggy,4.6,concrete
babycarriage,4.6,concrete
bus lane,4.6,concrete
corkwood,4.6,concrete
flight simulator,4.6,concrete
health club,4.6,concrete
lie detector,4.6,concrete
muzzleloader,4.6,concrete
penholder,4.6,concrete
poo,4.6,concrete
thyroid,4.61,concrete
wooden,4.61,concrete
doily,4.61,concrete
outdoors,4.61,concrete
robin,4.61,concrete
animal,4.61,concrete
aorta,4.61,concrete
awning,4.61,concrete
backseat,4.61,concrete
ballerina,4.61,concrete
barkeeper,4.61,concrete
bedding,4.61,concrete
bedsore,4.61,concrete
bible,4.61,concrete
billiards,4.61,concrete
bonbon,4.61,concrete
bow,4.61,concrete
brisket,4.61,concrete
cauldron,4.61,concrete
checklist,4.61,concrete
chute,4.61,concrete
citadel,4.61,concrete
clubhouse,4.61,concrete
cod,4.61,concrete
corner,4.61,concrete
crater,4.61,concrete
cuff,4.61,concrete
dashboard,4.61,concrete
dishwater,4.61,concrete
drain,4.61,concrete
embryo,4.61,concrete
ethanol,4.61,concrete
flycatcher,4.61,concrete
formaldehyde,4.61,concrete
gown,4.61,concrete
grease,4.61,concrete
hardcopy,4.61,concrete
hoofs,4.61,concrete
inseam,4.61,concrete
jeweler,4.61,concrete
kids,4.61,concrete
mainsail,4.61,concrete
milkman,4.61,concrete
note,4.61,concrete
pacifier,4.61,concrete
pamphlet,4.61,concrete
patella,4.61,concrete
paver,4.61,concrete
phalanges,4.61,concrete
photomontage,4.61,concrete
planter,4.61,concrete
pound,4.61,concrete
pup,4.61,concrete
pushup,4.61,concrete
quarterback,4.61,concrete
ravine,4.61,concrete
realtor,4.61,concrete
sandpiper,4.61,concrete
scallop,4.61,concrete
scorecard,4.61,concrete
shears,4.61,concrete
snowboarder,4.61,concrete
soot,4.61,concrete
stockroom,4.61,concrete
sundeck,4.61,concrete
sunspot,4.61,concrete
switchboard,4.61,concrete
tribesman,4.61,concrete
turret,4.61,concrete
turtledove,4.61,concrete
urn,4.61,concrete
barf,4.61,concrete
drool,4.61,concrete
liverwurst,4.61,concrete
peel,4.61,concrete
watch,4.61,concrete
accordionist,4.61,concrete
air freshener,4.61,concrete
bicyclist,4.61,concrete
board game,4.61,concrete
copperware,4.61,concrete
ditchwater,4.61,concrete
electroscope,4.61,concrete
garbage man,4.61,concrete
half moon,4.61,concrete
hardware store,4.61,concrete
mineshaft,4.61,concrete
mineworker,4.61,concrete
picture frame,4.61,concrete
plus sign,4.61,concrete
poker game,4.61,concrete
school bell,4.61,concrete
shoulder holster,4.61,concrete
soup kitchen,4.61,concrete
spinningwheel,4.61,concrete
state trooper,4.61,concrete
touchscreen,4.61,concrete
vacuum cleaner,4.61,concrete
weather vane,4.61,concrete
barefoot,4.62,concrete
bearded,4.62,concrete
hum,4.62,concrete
flintstone,4.62,concrete
kingfish,4.62,concrete
yellowbird,4.62,concrete
aqueduct,4.62,concrete
bookmarker,4.62,concrete
brewery,4.62,concrete
calendar,4.62,concrete
cargo,4.62,concrete
carp,4.62,concrete
centerpiece,4.62,concrete
ceramics,4.62,concrete
cervix,4.62,concrete
chaps,4.62,concrete
cherry,4.62,concrete
college,4.62,concrete
cookhouse,4.62,concrete
crosswalk,4.62,concrete
cube,4.62,concrete
daiquiri,4.62,concrete
dictionary,4.62,concrete
eaves,4.62,concrete
fetus,4.62,concrete
firework,4.62,concrete
fizz,4.62,concrete
flood,4.62,concrete
florist,4.62,concrete
flytrap,4.62,concrete
fruitcake,4.62,concrete
gaslight,4.62,concrete
gauze,4.62,concrete
giblet,4.62,concrete
hardware,4.62,concrete
helicopter,4.62,concrete
hotelkeeper,4.62,concrete
housetop,4.62,concrete
hummus,4.62,concrete
inspector,4.62,concrete
jellyroll,4.62,concrete
larvae,4.62,concrete
latrine,4.62,concrete
lovebird,4.62,concrete
marinara,4.62,concrete
marker,4.62,concrete
meal,4.62,concrete
mimosa,4.62,concrete
morgue,4.62,concrete
mothball,4.62,concrete
newsprint,4.62,concrete
nightdress,4.62,concrete
oilcan,4.62,concrete
paleontologist,4.62,concrete
peso,4.62,concrete
pier,4.62,concrete
pleat,4.62,concrete
prawn,4.62,concrete
pug,4.62,concrete
rash,4.62,concrete
rickshaw,4.62,concrete
rim,4.62,concrete
semicolon,4.62,concrete
shipbuilder,4.62,concrete
signboard,4.62,concrete
silkworm,4.62,concrete
singer,4.62,concrete
smoothie,4.62,concrete
sod,4.62,concrete
spool,4.62,concrete
sprayer,4.62,concrete
stapler,4.62,concrete
stockings,4.62,concrete
storehouse,4.62,concrete
swatch,4.62,concrete
teakwood,4.62,concrete
telemarketer,4.62,concrete
terrier,4.62,concrete
tights,4.62,concrete
tyrannosaurus,4.62,concrete
ukulele,4.62,concrete
vault,4.62,concrete
venom,4.62,concrete
wallpaper,4.62,concrete
waterhole,4.62,concrete
winterberry,4.62,concrete
workbench,4.62,concrete
milkweed,4.62,concrete
nod,4.62,concrete
sign,4.62,concrete
air hostess,4.62,concrete
bandaid,4.62,concrete
bottlebrush,4.62,concrete
car company,4.62,concrete
chain letter,4.62,concrete
cleft lip,4.62,concrete
dollarfish,4.62,concrete
facecloth,4.62,concrete
fireboat,4.62,concrete
flea market,4.62,concrete
foam rubber,4.62,concrete
front yard,4.62,concrete
frozen food,4.62,concrete
geiger counter,4.62,concrete
heat pump,4.62,concrete
horse race,4.62,concrete
insect repellent,4.62,concrete
land mine,4.62,concrete
moneybox,4.62,concrete
motor vehicle,4.62,concrete
physical therapist,4.62,concrete
pina colada,4.62,concrete
rain gauge,4.62,concrete
record company,4.62,concrete
screensaver,4.62,concrete
seafowl,4.62,concrete
swizzle stick,4.62,concrete
text message,4.62,concrete
white flag,4.62,concrete
work clothes,4.62,concrete
underarm,4.63,concrete
hoagie,4.63,concrete
artichoke,4.63,concrete
barstool,4.63,concrete
basin,4.63,concrete
beast,4.63,concrete
bedclothes,4.63,concrete
bosom,4.63,concrete
boxer,4.63,concrete
breathalyzer,4.63,concrete
bride,4.63,concrete
bungalow,4.63,concrete
butler,4.63,concrete
cameraman,4.63,concrete
camper,4.63,concrete
canary,4.63,concrete
cartwheel,4.63,concrete
cord,4.63,concrete
courtroom,4.63,concrete
cowgirl,4.63,concrete
dent,4.63,concrete
drugs,4.63,concrete
embroidery,4.63,concrete
fabric,4.63,concrete
gallbladder,4.63,concrete
girdle,4.63,concrete
heads,4.63,concrete
hookers,4.63,concrete
journal,4.63,concrete
keyhole,4.63,concrete
limousine,4.63,concrete
lunchroom,4.63,concrete
machetes,4.63,concrete
manicotti,4.63,concrete
marionette,4.63,concrete
methamphetamine,4.63,concrete
monkfish,4.63,concrete
mound,4.63,concrete
nectar,4.63,concrete
nightwear,4.63,concrete
oscilloscope,4.63,concrete
paperwork,4.63,concrete
plumber,4.63,concrete
pod,4.63,concrete
podiatrist,4.63,concrete
porcelain,4.63,concrete
railway,4.63,concrete
rainforest,4.63,concrete
reporter,4.63,concrete
rosary,4.63,concrete
sandstorm,4.63,concrete
searchlight,4.63,concrete
seashore,4.63,concrete
shipbuilding,4.63,concrete
shuttle,4.63,concrete
signpost,4.63,concrete
ski,4.63,concrete
songbook,4.63,concrete
spotlight,4.63,concrete
steamship,4.63,concrete
stem,4.63,concrete
stereo,4.63,concrete
stonecutter,4.63,concrete
stroganoff,4.63,concrete
supper,4.63,concrete
telegram,4.63,concrete
urologist,4.63,concrete
vein,4.63,concrete
waistcoat,4.63,concrete
wastebasket,4.63,concrete
wetsuit,4.63,concrete
windsurfer,4.63,concrete
workstation,4.63,concrete
chisel,4.63,concrete
meth,4.63,concrete
seal,4.63,concrete
shaving,4.63,concrete
stoop,4.63,concrete
beauty shop,4.63,concrete
bedcover,4.63,concrete
bicycler,4.63,concrete
boxing ring,4.63,concrete
cigarette holder,4.63,concrete
clipart,4.63,concrete
computer system,4.63,concrete
curry powder,4.63,concrete
desk clerk,4.63,concrete
eyeblink,4.63,concrete
first lady,4.63,concrete
French windows,4.63,concrete
highway patrol,4.63,concrete
kidney stone,4.63,concrete
knitwear,4.63,concrete
latticework,4.63,concrete
lightning rod,4.63,concrete
master bedroom,4.63,concrete
nuclear reactor,4.63,concrete
shaking hands,4.63,concrete
stockcar,4.63,concrete
tailfin,4.63,concrete
tin opener,4.63,concrete
water wheel,4.63,concrete
wet nurse,4.63,concrete
wind instrument,4.63,concrete
doe,4.64,concrete
flint,4.64,concrete
baguette,4.64,concrete
baton,4.64,concrete
beachwear,4.64,concrete
bifocals,4.64,concrete
birdcage,4.64,concrete
bookkeeper,4.64,concrete
brassiere,4.64,concrete
building,4.64,concrete
bunion,4.64,concrete
campus,4.64,concrete
cattle,4.64,concrete
cleavage,4.64,concrete
coffeepot,4.64,concrete
collar,4.64,concrete
custodian,4.64,concrete
cylinder,4.64,concrete
dock,4.64,concrete
dormitory,4.64,concrete
dressmaker,4.64,concrete
dung,4.64,concrete
duster,4.64,concrete
engineer,4.64,concrete
firearm,4.64,concrete
fireplug,4.64,concrete
forefinger,4.64,concrete
fowl,4.64,concrete
freckles,4.64,concrete
gearshift,4.64,concrete
guardsman,4.64,concrete
guillotine,4.64,concrete
handbook,4.64,concrete
handmaiden,4.64,concrete
hospital,4.64,concrete
inn,4.64,concrete
jester,4.64,concrete
jury,4.64,concrete
kickball,4.64,concrete
lager,4.64,concrete
latte,4.64,concrete
leeches,4.64,concrete
lens,4.64,concrete
limb,4.64,concrete
liqueur,4.64,concrete
maid,4.64,concrete
mantel,4.64,concrete
manure,4.64,concrete
molehill,4.64,concrete
neighbor,4.64,concrete
onyx,4.64,concrete
pickle,4.64,concrete
piggy,4.64,concrete
pimento,4.64,concrete
pirate,4.64,concrete
plug,4.64,concrete
projector,4.64,concrete
puppet,4.64,concrete
rabbi,4.64,concrete
rainwater,4.64,concrete
ratchet,4.64,concrete
roadrunner,4.64,concrete
roofline,4.64,concrete
sachet,4.64,concrete
sagebrush,4.64,concrete
sax,4.64,concrete
schoolmate,4.64,concrete
schoolroom,4.64,concrete
schoolyard,4.64,concrete
seismometer,4.64,concrete
servant,4.64,concrete
sharpener,4.64,concrete
shelter,4.64,concrete
shrubs,4.64,concrete
sifter,4.64,concrete
slaw,4.64,concrete
slug,4.64,concrete
snowman,4.64,concrete
stage,4.64,concrete
stucco,4.64,concrete
tapioca,4.64,concrete
throne,4.64,concrete
tit,4.64,concrete
town,4.64,concrete
tub,4.64,concrete
vehicle,4.64,concrete
vertebrae,4.64,concrete
vibrator,4.64,concrete
whirlpool,4.64,concrete
wiring,4.64,concrete
fly,4.64,concrete
shirtsleeve,4.64,concrete
siding,4.64,concrete
